Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","156","China, mainland","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","724608.064","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","692461.405","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","578023.833","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","837022.095","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","1421864.031","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","726781.914","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","695082.117","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","563652.725","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","856409.297","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","23726.185","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","11787.909","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","11938.276","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","5175.798","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","18518.291","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","23777.737","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","11802.406","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","11975.331","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","5095.473","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","18662.774","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","49276.961","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","24331.054","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","24945.907","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","9508.27","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","39956.413","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","50187.406","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","24779.301","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","25408.106","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","9419.54","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","40430.278","X","Figure from international organizations",""
"OA","Annual population","174","Comoros","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","776.313","X","Figure from international organizations",""
"OA","Annual population","174","Comoros","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","389.497","X","Figure from international organizations",""
"OA","Annual population","174","Comoros","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","386.817","X","Figure from international organizations",""
"OA","Annual population","174","Comoros","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","591.255","X","Figure from international organizations",""
"OA","Annual population","174","Comoros","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","241.092","X","Figure from international organizations",""
